300-(63+86)	151
168*9/12	126
102*16	1632
(160-76)/28	3
	None
	None
42-14+42	70
120/3	40
261/9	29
120-120*0.8	24
	None
56/0.8	70
(150-12)/2	69
3800/0.95-3800	200
	None
	None
15.38-3.99+6.72-9.01	9.1
	None
(6+4)*400	4000
(0.65*10-2.18)/0.48	9
(80*5)/(5-1)	100
(567-187)/76	5
((17/3)+(17/4))*(12/7)	17
(64+14*7)/(5+7)	13.5
58*(1+6)+58	464
2/(1+(1/11))	((11)/(6))
55*(750/5)	8250
	None
	None
135/3*2+26	116
180*(5/6)*(2/3)	100
30*(1-(3/5))	12
15*12	180
(4/5)/(3/5)	((4)/(3))
500*((3)/(2+3))*(1+(2/5))	420
120/(1+(1/5))	100
70/14+1	6
	None
48/(1-(1/5))	60
	None
96*(7/12)*(3/8)	21
(20+30)*32	1600
(24-4)/0.8*100	2500
3.50+4.80	8.30
	None
157*(23/156)	23((23)/(156))
1200*(1-0.8)	240
(6+4)*11	110
3.14*5	15.7
0.34*6	2.04
(200/4)*(4+3)	350
(270+630)/(270/9)	30
31+27-42	16
6000*(1+(1/20))	6300
900*((2/5)/(1/3))	1080
	None
(120-12)/4	27
480*(3+1)	1920
	None
	None
120*32-900	2940
(1-0.1*4)/(1/10)	6
125*2+36	286
65*24	1560
4.5/(4-1)*(8-1)	10.5
48*((2)/(2+5+5))	8
(378-24*7)/(24+11)	6
(85+65)*4	600
300/1200	25%
(42-12)*2	60
((3/4)-(1/8)*3)/2	((3)/(16))
430-147-108	175
	None
7*3/(1/4)	84
	None
(360/20)*15	270
118/2*3	177
(2/7)+(3/7)	((5)/(7))
180/3*(2+3)	300
69+18+23+31+82	223
15.42+5.8	21.22
(2/5)*(5/6)	((1)/(3))
4800/12-4800/15	80
100/10+1	11
	None
28/(65%-(2/5))	112
5/7	((5)/(7))
(1/4)/(1-(1/4))	((1)/(3))
38.4*187-15.4*384+3.3*16	1320
1-(4/15)-(2/5)	((1)/(3))
5*18+7*20	230
149+(149-51)	247
120/(1-(3/5))+120	420
	None
25/(1+(1/4))/(2/75)	750
30*70-10*200	100
45*28+36*12	1692
(15-3)*5/3	20
605-20.5+605	1189.5
(90-25)*20	1300
340/5-60	8
80*5/100	4
(12/7)*(14/5)	4.8
210/(3/10)	700
480/40	12
(1/4)+(5/8)+(1/4)	1((1)/(8))
	None
(102+80)/14	13
10/(2/5-1/3)	150
45*3*4	540
20*30/24	25
(1/2)/(1/4)	2
45-10+12	47
	None
	None
8-1	7
125%-1	25%
	None
(60+70*2)/450	((4)/(9))
6*12*15	1080
3/6	0.5
960/8/5	24
36+36	72
(4/5)-(1/2)	((3)/(10))
	None
(24-8/2)/(1/4)+8/2	84
320/20%+320	1920
5/((1/3)-(1/4))	60
	None
(15-5)/15	((2)/(3))
33.25/3.5-5	4.5
(140-80)/2	30
408/(24+27)	8
50*75+50*25	5000
1.2/(1-(1/5))-1.2	0.3
(128/25)/(4/5)	((32)/(5))
240*(1-(3/8)-(1/4))	90
12/32	((3)/(8))
(180+120)/25	12
5+5	10
7.2/0.15*0.25	12
18*(3-1)	36
(3/9)+(2/9)	((5)/(9))
200+168-316	52
8/(2/5)	20
15*9/(14-9)	27
(12+15)*30	810
(50+70)/(1/4)	480
6*7	42
12600*(55%+60%-1)	1890
350/(1+(2/5))	250
6.5-6.5/13	6
216/4-45/3	39
480/(1+(1/4))+480	864
(35/56)*(4/7)	((5)/(14))
440/(1-(2/5))	((2200)/(3))
3*2*1	6
15/(3/20)+(2-(3/4))	101((1)/(4))
420/(420/7+10)	6
36*(1/4)	9
0.9*3-0.5	2.2
1/(1+9)	10%
15*(4+4)	120
15-15*20%-4	8
6+(5-3)*1.2	8.4
(3.9-20*0.1)/20	0.095
180/(1-(3/8))-180	108
	None
61.5/(3.2+5)	7.5
(4.8*5+2.2)/4	6.55
15*8	120
1500*(3/5)/(3/4)	1200
65*4/5	52
4*9*50	1800
(140-48)*25	2300
12.4*25/10	31
1500/(1-(3/8))-1500	900
500-128-343	29
(1-(5/9))/(5/9)	((4)/(5))
4500*(3/5)/(1/2)	5400
40*16+35	675
6/(1/3)	18
(28/29)	((56)/(58))
	None
45-17+31	59
(544-24)/((2/7)+(2/7))	910
8*2	16
(1-(1/3))/((1/3)/3)	6
(1+3)/(3/(3/8)+1)	((4)/(9))
25.5-2.5+25.5	48.5
18*5	90
	None
25*18/5	90
12/(1-(9/20)-(2/5))	80
32*3-19	77
1-(1/5)	((4)/(5))
	None
120/((2/5)/(1/4)-1)	200
172*(3/4)	129
200/2/4	25
	None
2400-(150*5+60*16)	690
11+88+66+33+77+55	330
1-(2/7)-(1-(2/7))*(1/5)	((4)/(7))
116*12	1392
360*(1/3)+1	121
360/3+360	480
(301-1)*0.5/(100-90)	15
68*2.5+220.5	390.5
2000/25-(2000-400)/320	75
(320+60)*4	1520
	None
120/5/4	6
30*8*(4/15)	64
(3/4)+(5/36)+(7/144)+(9/400)+(11/900)+(13/1764)+(15/3136)	((63)/(64))
60*15/90	10
	None
(105-5)/(1+3)	25
80/(1/6)	480
1800*(1/6)	300
	None
4*2	8
7800/(1-(1/5))-7800	1950
	None
5/(5+8)	((5)/(13))
(2000-1200)/2000	40%
3*40/2	60
20*70-4*200	600
900-(698+185)	17
20+26-36	10
3/(18-3)	20%
(32+34)*6+2*12	420
54/(6/5)-25	20
168/(68+72)	1.2
950/(100+90)*90	450
(12+2)/(1-(2/5)-(2/5))	70
	None
90*(1/6)	15
70*5/4	87.5
	None
50*12/5	120
(400/2+400/20)/2	110
15*12+150	330
134.4/(96/1.5)+1.5	3.6
210/(((3)/(1+3))-(1/6))	360
105*2+1	211
(64*3-25)+64	231
63/18	3.5
112*6+4	676
(6-4)/(2/5)	5
(24+12)*9	324
120/(4/5)/(3/4)	200
72*6	432
(80-44)/(17+19)	1
1800/(235+65)	6
1.135+3.346+5.557+7.768+9.979	27.785
15/(3/4)*(3/5)	12
120*9+30	1110
15/(1-(1/3)-(1/4))	36
(14+36)*20	1000
170/200	((17)/(20))
1-(1/5)-((1/5)+(1/20))	((11)/(20))
180*((1/3)+(1/4))	105
1.25-0.75	0.5
(1*(5/8))/(1/8)	5
175/25	7
120*(2/3)	80
	None
605/5	121
15/(20+15+5)	((3)/(8))
1275*(1-(3/5))	510
427/(1/6)*(2/7)	732
(3/20)/(10-9)*(8-1+1)	((6)/(5))
	None
36*5-24*5	60
30/6	5
	None
(339/3+12)*3	375
(3*5+25)/(1-(1/5))	50
4/(16.8*1.5-5.2)	0.2
42+18	60
5.27-(0.5+0.4)	4.37
(103+112)*1.2+16.08	274.08
5/(85-5)	6.25%
(270/30)-(180/30)	3
180*(1+(2/9))	220
(8.7-3.7)*(6.32+3.68)	50
	None
700/(85+90)	4
6*2-3	9
	None
80/((4)/(4+5))	180
40/4	10
50/5+1	11
78*(1/6)	13
7200/(8-5)	2400
	None
(32-4)/(8-4)	7
10*(24-1)	230
(70-16)/2	27
	None
80/(5/3)/(9/2)	10((2)/(3))
	None
80-(11+13)*3	8
4+5+1	10
320/(60-44)	20
320*25/400	20
((1/9)+(2/3))/(1/3)	((7)/(3))
20/(1-(1/5))	25
(89-31.5)/5	11.5
105+105*3+1	421
30*2/12	5
120*17	2040
2*4	8
	None
	None
38+44	82
3000*(1-(2/15))	2600
130*(1+2)-50	340
	None
60*(1-(17/20))	9
25.5/3*5	42.5
960/(6*8)	20
111/(3/4)	148
(4/5)/(2/5)*(1-(2/5))	1.2
125/(1+(9/16))*(9/16)	45
11+22+33+44+55+66+69	300
1090*3	3270
480/3	160
5/(1/4)	20
(100+20)/3	40
569+384+147-328-167-529	76
(30-7.5)/4.5	5
(2/3)-((1/4)+(1/5))	((13)/(60))
(4+1)/1	5
46*(56-44)	552
5*12*32	1920
50-(36+24-18)	8
120*0.8	96
6*3+3+1	22
1650-1650/6	1375
0.6/(3-0.6)	25%
180-18+180	342
5+1	6
24/6*(6-1)	20
3450/15-120	110
36*25/50	18
	None
250+250*3-70	930
0.2*1800/100	3.6
10*12	120
2380/(48+20)	35
915-307+289	897
440/(1-(1/12))	480
10.64/1.9	5.6
240+240*(7/8)	450
4800+4800*(4/5)	8640
900/15/2	30
(818-218)/15	40
((5/8)-(1/4))/(5/16)	((6)/(5))
26*28*10	7280
3800-800+3800	6800
1.2*20/0.8	30
1-(5/8)-(2/8)	((1)/(8))
	None
	None
26+17-30	13
20*20*(20-11)	3600
(210-135)/(135/3)	((5)/(3))
(4/9)*(1/10)	((2)/(45))
1-(2/5)-(1/20)	((11)/(20))
8*(3/4)/(1/6)	36
(18/23)/6	((3)/(23))
159+258	417
	None
43*365	15695
(5000-4000)/5000	20%
76*8-176	432
150*48	7200
60/(1-(1/5))/(1-(3/8))	120
(45*8)/(45-5)	9
2*12	24
760/5-88	64
	None
3.5*2	7
12-8	4
3/(1/3)	9
9*6+4	58
(128+103)*15	3465
	None
699999+69999+6999+699+69	777765
6440/28	230
900/12*8	600
	None
18/(1/20)	360
414/3.6-60	55
(27-13.2)/6*1000	2300
0.48*35/(0.48+0.12)	28
((11/4)+(1/2))/(6-(13/5))	((65)/(68))
36*(1/4)	9
32*6/4	48
20/120+(1/4)	((5)/(12))
(338+214)/6	92
25*4/5	20
(20+18)*5	190
40*(3/5)	24
	None
630/90	7
1250-32*30	290
(9/10)/3	((3)/(10))
120*(1-(3/8))	75
1/(1/18+(2/3)/15)	10
14*12+19	187
5.58/4.5*1.2	1.488
(1500+15)/50	30.3
25*6/30	5
15*(1/3)	5
8*(1-(1/4))	6
(480-120)/5	72
	None
(2/3)/(1/8+1/12)	3((1)/(5))
51*(12/17)*(4/9)	16
237/3-38	41
(15/3-1)*5	20
150-27.5*3.6-27.5	23.5
1-(5/9)	((4)/(9))
300*88%-210	54
(200-35)/5	33
8/(40/57)	((57)/(5))
40/(1-0.9)	400
24/36	((2)/(3))
	None
40/((5)/(3+5))	64
72/0.8	90
(1000*1-920)/(1+3)	20
504/28	18
8*9+8	80
800-800/4	600
35-(60-35)	10
17.75-(17.75-12.25)/(1/3)	1.25
(1000-220)/15	52
(300-180)/300	((2)/(5))
8/(1-(1/5)-(1/3))	17((1)/(7))
420-250	170
45*20/(75-45)	30
(12+13)/(5/48)	240
5*3	15
90/2/3	15
3.45-0.68+3.45	6.22
25/(5/12)*(3/5)	36
80*15/60	20
14*9	126
2/(1/3)	6
210*(1-(1/15))	196
210*24+120	5160
(7*6*4.5+5*5*5)/78.5	4
1999.9+199.9+19.9+1.9	2221.6
480/4*(4+3)	840
27/(((2)/(2+1))-((5)/(5+4)))	243
10*5+16	66
100*(9/2)/((9/2)-(3/2))	150
240-240/6	200
(500+700)/(1-(2/5))	2000
(35+55)*4/(5/7)	504
(138-15*6)/(1/8)	384
6/3*18	36
(3/20)+(1-(3/20))*(3/10)	((81)/(200))
	None
1/(4+1)	((1)/(5))
480*9/(4*4)	270
182*3	546
(3.4-3.4*(1/4))/(4.32+(17/25))	0.51
(80-48)/80	40%
50*(1-(1/4))	37((1)/(2))
16*(5/8)/(1/4)	40
36*(1-(1/3))-(2/5)	23.6
130*18	2340
690/15-20	26
1/4	((1)/(4))
(50-40)/40	25%
28-12+16	32
27/(3/5)*(4/9)	20
15*12/6	30
	None
35.03*15+31.61	557.06
30*(5/6)*(4/5)	20
130*33-805	3485
(6.5-0.3)/4	1.55
3.14*1.5*2	9.42
3.06-0.18+0.32	3.2
1-(1/3)-(1/2)	((1)/(6))
(192-16*8)/(1/10)	640
(15+25)*12	480
12*0.5	6
(50+30)*2	160
24/(1/6)/(2/9)	648
	None
(4-3)/3	((1)/(3))
	None
9*(12*80)	8640
40+(40*3+15)	175
53.4+(53.4-10.6)	96.2
30/60*45	22.5
	None
(400-180)/400	55%
480*(5/8)	300
50*4.8/(50+10)	4
1.6*20	32
180*(1-(5/6))	30
5*16/10-5	3
1200*(1-(3/4))	300
64+28	92
85*39/65	51
1-(1/8)	((7)/(8))
210/0.7-210	90
1/(1+31)	((1)/(32))
960/24*32	1280
480/(480/30-4)	40
(30-10)/(50+50)*200	40
440/8*24	1320
(1/6)/(8/5)	((5)/(48))
630/70	9
(13-7)*6	36
(85+110)*4	780
(5+2*2)*0.5	4.5
36/3*(5-3)	24
72/(8/9)	81
(5/8)*(1/4)	((5)/(32))
8.28/(3.6*0.5)	4.6
180/6	30
	None
	None
1000/50	20
(500-60)/8	55
	None
22/(1+(1/10))	20
20-600*20/800	5
	None
(3200-2680)/3200	16.25%
(10+2-1)/(1-(1/3)-(1/2))	66
70/(75%-((1)/(1+2)))	168
4*30/6	20
30*(1+(1/6))	35
82*3+58*3	420
1/8	((1)/(8))
45/(1+(2/3))	27
45-(45*(1/3)+2)	28
27/(2/3)+27	67.5
1140/19/(1/20)	1200
	None
(7.5-5*0.5)/2	2.5
280/4*7	490
	None
(8*8*8)/(16*5)	6.4
14+6+6	26
(100-36)/4	16
43/((1/3)-(2/9))	387
1728/6/8	36
3.4*2.45*1.2	9.996
120*3/5	72
0.136	13.6%
((1/2)+0.5)*(12.75-(1/3))	12((5)/(12))
120/(120+80)	60%
(32+8)/(2/7)	140
60*3/4	45
600*3-60	1740
35*15*18	9450
50/(5*5)	2
1570/(3.14*0.5*100)	10
480*(2/5)/(6/7)	224
5*24*2	240
36*(36/4)/2	162
(7.2*5+7.8*0.8+7.5*1.2)/(5+1.2+0.8)	7.32
215*3-38	607
	None
	None
30/(120+30)	20%
(4/5)*(1-(1/8))	((7)/(10))
10/(5-1)*(6-1)	12.5
952/34	28
(80-8)/2	36
(10-1.04)/7	1.28
3*60+2*50	280
20/(4/5)	25
(5+7.5)/(1-(1/4)-(1/4))	25
5600-5600*0.8	1120
50*15*5	3750
(252-12)/6	40
6*4	24
20/4*38	190
80*6/5	96
	None
96/8*2+6	30
24/6*7*12	336
130/(120+130+140)	((1)/(3))
80/(4/5)	100
68*19+68	1360
	None
90*(1+(1/9))	100
505+320	825
(55+85+55)*2	390
365+35+365	765
36*(3/4)	27
30*(1/3)	10
5400/(1-20%+1)/((10)/(9+10))-5400	300
24+6*5	54
	None
10/10%-10	90
160*85%-70	66
(86+79+98+100+89+94)/6	91
80*6/8	60
1.8/0.45	4
(48-36)/48	25%
135/0.9	150
2.4*2.4	5.76
225/1.5*2.6	390
	None
(5.2-0.35*8)/4	0.6
2004+2005+2006+2007+2008+2009+2010	14049
300/(3/4)*(3/5)	240
280-280/4	210
1.30+0.54	1.84
(2475-1500)/39	25
	None
49*4+216	412
(1500-785)/5	143
218*12-218	2398
170/0.85	200
20+(12-4)*2.5	40
1/(7/12)*(5/6)	((10)/(7))
9.6*6.5	62.4
(51.2-4*7.2)/3.5	6.4
(7200-1200*4)/800	3
350-280	70
90/(3/7)/(5/6)	252
(5/6)-((1/6)+(3/5))	((1)/(15))
(2/7)/3	((2)/(21))
430*(36/43)	360
	None
	None
50/(300-50)	20%
(4.5+2.5)*((5)/(5+2))*2	10
	None
3.14*1*1.25*6	23.55
15*8/12	10
	None
	None
(120-75)/(3/7)	105
26/(1/2)-75/(5/3)	7
156+78*1994+22*1996	199600
4/(4+5)	((4)/(9))
580-36*6	364
900/(900/10+900/15)	6
(702471-702.471)/(234157-234.157)	3
132*(3+1)	528
8*2*8	128
112+89-121	80
160/4/5	8
200-(75.2+80.08)	44.72
24*(3/4)	18
1200-1200*(3/4)	300
(15*40)/(15-3)	50
(75+35)/5	22
(438-48)/30	13
1000/50	20
8*50	400
3*(8-1)	21
9*5-15	30
30*(30-10)*6	3600
8+7+1	16
150/0.8	187.5
(9/10)-(6/10)	((3)/(10))
(160-4)/3	52
48/12	4
8/(6%-(1/20))*(6%+(1/20))	88
(4.5*4+19)/(4+6)	3.7
86/4	21.5
(12*(3/2)+15)/(5/8)	52((4)/(5))
	None
	None
1/(4+1)	((1)/(5))
60/3+1	21
	None
145/5*(5+3)	232
408*5	2040
(100*1+60*1)/(100-60)	4
14000/(7/9)/(9/11)	22000
22/(1-(1/4)-(1/5))	40
7*5+3	38
65*(3/5)	39
200*((5)/(5+3))	125
	None
125*38+125*42	10000
(520-14)/23	22
18*(2/3)	12
(275-125)/(13+62)	2
219*7+219	1752
216/(48+48*1.5)	1.8
(30-25)/25	20%
6*5*7	210
(101-2)/(5-2)+1	34
315+94*5	785
(160-136)/160	15%
180/9	20
(290-110)/3	60
(6799-4184)/(4184/8)	5
4800*(1+(3/10))	6240
40/(2/3)	60
2.85/(3+6.5)	0.3
2*2	4
7/5	1.4
(6.8-615/100)*100*50	3250
80*12%+0.75/1.25	10.2
	None
18*14/12	21
400*2/4	200
12*0.6	7.2
4*3*2	24
1-(4/9)-(2/9)	((1)/(3))
(24+8)*3	96
5*5*5	125
(65+1)/(5+1)	11
(20+4)/2	12
1/((1/6)/3)	18
	None
82-9	73
91/(1-25%-(2/5))	260
(280-20)/4	65
	None
(320-200)/200	60%
2*50+400	500
6*25+6*21	276
(5-4)/4	25%
(860-110)/(15/67)	3350
25/5*(5+5*3)	100
(1640-200)/18	80
12*60+12*70	1560
1.7/5/4	0.085
2.6*6+5.2*4	36.4
(7-6)/(1/5)	5
276/4-366/6	8
380*((9)/(10+9))	180
	None
688.5/(36.5+40)	9
200*(1-(7/10))	60
6-6*30%-(1/2)	3.7
4*24/6	16
	None
64/(2*4)	8
(7-1)*4/(9-1)	3
90*(8/9)	80
15*(10-1)	135
48/(4-1)*(6-1)	80
59+599+5999+59999	66656
36/40%-36	54
(4600/5)*(5+2)	6440
907-416+245	736
175/(105/3)	5
(600-54)/6	91
1000-126-174	700
24/(3/8)	64
160/(3-1)	80
15-(15*8-72)/(8+4)	11
(18/30)	((3)/(5))
3+5+6-14	0
(0.56+0.14)*7+3.5	8.4
(82+54)*5	680
40*3/2	60
123+21	144
(8-(4/9)/(1/3))*1.8	12
840*(2/7)*(5/8)	150
(1.42+0.34+1.42)/2	1.59
12/(((5)/(5+1))-(2/5)-(2/5))	360
1100/(5+6)*(6-5)	100
200*15/(200+50)	12
	None
850-28*16	402
43+38-68	13
8-300*8/400	2
120/2	60
10/(0.25-0.15)+20	120
13*4+12	64
1/((2/9)/4)	18
108/5/4.5	4.8
(1200-480)/10	72
42-(20+24-14)	12
325*8+1007	3607
26*3-4	74
816/16+13*28	415
4*2*15	120
4+3+1	8
70*6+3	423
40*8+58	378
	None
16*3	48
1-(3/8)-(3/8)	((1)/(4))
595/(80+5)	7
25/(23/8)*253	2200
150/5	30
	None
2964/12+2964	3211
320-296	24
40/(2/3)	60
80/(1-(3/5))*(3/5)	120
(3*8+21)/(3+2)	9
2*4	8
	None
	None
600/(480/8)	10
700-(1000-700)	400
24*9*15/30/6	18
240/(1-(3/5))	600
360*((1/4)+(1/3))	210
	None
(3/4)/(1/4)	3
30*25*36	27000
36/(1+(1/17))	34
(18+12)*3	90
400/(5-3)*3	600
1000*0.85	850
180/3	60
100-16*6	4
168*23+80	3944
306/6	51
	None
500-25*3	425
	None
(5/9)+(1/9)	((2)/(3))
48/(1-(1/9)*5)	108
120*15/90	20
	None
(11/24)+(5/12)+(11/24)	((4)/(3))
9.6/0.24	40
20-20*(1/4)	15
15*4*24	1440
6.8-6.8/(1+(2/15))	0.8
20*20*2	800
(41+36)-25+3	55
	None
(600-168)/12	36
100/(1-(1/4)-(1/3))	240
36-(25+23-16)	4
(3.6-2)*5	8
1/(6+8+1)	((1)/(15))
1700/(5*20)	17
(6-2+6)*6/2	30
4-(3/5)	3((2)/(5))
(2.73+0.27)*2.18	6.54
9*(2/3)	6
(300+260)/40	14
	None
(52*5+192)/(52+48)	4.52
	None
150/(1-(3/5))	375
(1/3)*5	((5)/(3))
(58+42)*125	12500
200*(3/8)	75
99999*7+11111*37	1111100
576/72	8
5000*10.07	50350
280*13	3640
180*30%+46	100
	None
((4/3)-1)/(4/3)	((1)/(4))
(224-84)/(84/3)	5
3.14*10*2	62.8
(1/2)/((1/5)/0.8)	2
	None
	None
(690-150)/3	180
1.25*17.6+36/0.8+2.64*12.5	100
240/(960+240)	20%
4*(3/8)	((3)/(2))
180*(1/9)	20
(45+24)*320	22080
1440/6/2	120
	None
	None
218-15*13	23
209*15	3135
40*(2/5)/(1/4)	64
(2/3)*(9/8)/((1/2)-(1/4))	3
(128+12)/2	70
5/((4/5)+(1/3))	((75)/(17))
2.1/(1-(2/7)-(2/7))	4.9
92/(((4)/(1+4))-((5)/(5+7)))*((4)/(1+4))	192
	None
1-((1/9)+(2/9))	((2)/(3))
	None
5+4	9
78-16*2	46
360/0.9-360	40
18/(1-(1/7))/(3/4)	28
280/(1-(1/5))	350
(155-8)/3	49
36/9	4
(42-32)/2	5
12*(1/(3/4))	16
160*5	800
	None
0.2*(90*60)	1080
1/7	((1)/(7))
(36+12)*1.8	86.4
2700*(2/5)*(1/3)	360
(135+815)/95	10
20*(1-(1/5))-(1/2)	15((1)/(2))
360/0.75	480
(850-350)/5	100
	None
(40-22)/40	45%
10/25	((2)/(5))
	None
(7/13)-(1-(7/13))	((1)/(13))
	None
5*(1-(3/10))*(1-(2/5))	2.1
	None
7014-5*7*11*13	2009
3*2	6
10/(5/9)+(1/6)*4	18((2)/(3))
	None
40*1.4	56
49+1	50
656/(29+12)	16
7*8-3	53
540/10/9	6
(3/4)/(1/4)	3
5*8+3	43
(800-80*4)/4	120
(2+12)*(12-2+1)/2	77
(2.6*460)/(2.6-0.3)	520
(245+930)/25	47
5*5*4	100
156*18+120	2928
(2*2*2)/(4*4*4)	12.5%
6*(1/2)+6*(1/2)*(2/3)	5
500/(4500+500)	10%
26*5*2	260
32.70*3+5.25	103.35
(5250-4*525)/525	6
125-125/5	100
60*(1+(1/6))	70
560-298+239	501
	None
(7/9)-(1/9)	((2)/(3))
	None
45*25+50*25	2375
80*0.8	64
360/3*8	960
(13.2-1.8*2)/4	2.4
	None
30/(6*5)	1
	None
(25+18)*8	344
(200+250)/(1-(1/10))	500
(380-20)/3	120
	None
6/(4+2+6)	((1)/(2))
	None
(23+22)/5	9
80/(4/5)*(1/4)	25
	None
2508+(2508-365)	4651
1-(1/6)-(2/9)	((11)/(18))
24.6/6	4.1
189*((4)/(4+3+2))	84
270*40+270	11070
6/((3/5)-((3)/(3+4)))	35
1-(1/10)-(1/5)-(3/10)	((2)/(5))
18.4/0.8	23
(10+8-12)*6/9	4
15/3*5	25
210*3	630
39*5/3	65
	None
9/0.6	15
	None
930/(270/4.5)	15.5
868/3.5-118	130
	None
56*3/(1-(5/12))	288
	None
20/4	5
104+101-106	99
(19.80+16.20)*25	900
3/8	((3)/(8))
(600-375)/25	9
(50+45)/5	19
0.48*(1/6)+0.48	0.56
	None
15-80*15/(80+20)	3
(15+8)*26	598
	None
(20-7*2)/2	3
(36.5+25.3)/(2+3)	12.36
(20-2)/20	90%
(100-80)/100	20%
500/(58-8)	10
18-18*(3/4)-(1/2)	4
18*35+25*32	1430
2400+2400*(1+(1/3))	5600
50*30	1500
(7000-1500*3)/2	1250
36*(5/6)*(4/3)	40
(19-4)/(4-1)+1	6
1800/(2/5)	4500
162/(3*6)	9
	None
(4/5)-(1/8)	((27)/(40))
46.5-33.9+50.5	63.1
	None
2500/(5/9)/(5/12)	10800
2/(2/5)	5
((49)/(1+49))	98%
760-172-204	384
5/(1-(3/4))	20
65.76-42.86	22.9
(260+170)/2-170	45
630/(60+80)	4.5
35*8*6	1680
(120-15*4)/3	20
850-354	496
80*3+96	336
(9/11)/(3+1)	((9)/(44))
(4+3.5)/(4-3.5)	15
100+100+800	1000
	None
420*15/12-420	105
1/(1+2)	((1)/(3))
42/7/(1/12)	72
(180+1140)/22	60
5*(1+(1/10))	5.5
50*9*7	3150
	None
16+23-30	9
(64-18)/2	23
5*25*4	500
450/(1-(3/5))	1125
80/(7/12)*(1/5)	27((3)/(7))
(86+24)*6	660
8*16.5+10*12.5	257
5*5	25
	None
96*11	1056
45*((2/9)+(1/5))	19
5*9-5	40
33/33%-33	67
800/(4800-800)	20%
25/(5/8)*(3/4)	30
1/(1/15+1/10)	6
60/(2/5)	150
80*(3/4)/((3-2)/(3+2))	300
	None
52*35	1820
36/9	4
(2/5)+(7/25)	((17)/(25))
16*865+760	14600
1.8*24	43.2
(125*8)/(25*2)	20
890/(189-25*4)	10
51/(1-(1/5)-(3/8))	120
(300-60)/8	30
(64/4)*(140/7)	320
	None
1.25*16	20
120*(1-0.8)	24
42*(1-(2/3))	14
(1.3+(4/5))/(3-(2/3))	0.9
(660/6-50)*(6+2)	480
312/(1-(1/7))	364
1-(3/8)-(1/8)	((1)/(2))
28+28*3	112
135.60+12.20+135.60	283.40
(40/3)/5*12	32
1057-846	211
595/35+36	53
0.12/12	0.01
43-(43-5-25)/(1/3)	4
(720-200)/8	65
1200*0.85	1020
140*(3/10)	42
	None
135/1.5*((8)/(7+8))	48
96+96/3	128
50*0.8	40
2*3.14*5-2*3.14*2	18.84
12*2*2/(2+1)	16
80/(1-(5/7))	280
	None
384/4	96
1600/(2/5)-1600	2400
	None
585/(60+70)	4.5
46*5	230
1800/30/30	2
294-24*6	150
60*(5/6)*(4/5)	40
(8*30+3*20)/(30+20)	6
125+78	203
15*(1/3)	5
10.5/7	1.5
78-20	58
5-2.3	2.7
3000/20-125	25
2*5*11+1	111
(5-2)/(20%+(2/7)+(3/5)-1)	35
544/34	16
300*16/12	400
13/25	((13)/(25))
13-1-2	10
(5-1.4)/2	1.8
548-146-207	195
(69*6/4+69)*6	1035
	None
27/(4-1)	9
1-((1/9)+(5/9))	((1)/(3))
488.1-486.6	1.5
1600/5-144	176
245*3+75+245	1055
(100-1)*6	594
17*(17/18)+35*(35/36)	50((1)/(12))
(97-1)/3	32
280/(4/5)	350
	None
400/(400/25+4)	20
60/6	10
8*30	240
45*(1-(2/5))	27
	None
0.01*5+1*6	6.05
4*800-2800	400
	None
9540/5*(3+5)	15264
150*3	450
	None
800/(225/15)	((160)/(3))
(1070-160)/5-90	92
(12+1)*2	26
	None
	None
180*3/(180-120)	9
4800*(1/4)	1200
312/8	39
42+9	51
250*12/(12-2)	300
700/35	20
20*5-20	80
	None
	None
	None
(4/15)/(1-(1/5))	((1)/(3))
336/8	42
373*3-34	1085
12/8	1.5
50+(66-30)/1.5	74
798/4.2-96	94
288/1.6*((8)/(7+8))	96
2*4	8
310/3	103((1)/(3))
36.4/1.4	26
75-2736/48	18
8/(5*4)	0.4
	None
	None
0.24*15/9	0.4
(280-245)/(18-11)	5
	None
637/650	98%
(7/12)*(6/7)/(2/7)	((7)/(4))
8700/(1-(2/5))	14500
3/4	((3)/(4))
12/12.5%-12	84
25/((9/20)-(1/5))	100
390/(975/15)	6
657-569+300	388
	None
12000*(1-(3/10))	8400
7+7+3	17
9999*1111+3333*6667	33330000
62.8/3.14/2/2	5
600/5-50	70
729*(8/9)*(5/6)	540
	None
(840+240)/(1-(2/5))	1800
(28-22)*50	300
	None
1-(1/3)	((2)/(3))
200*((3)/(3+2))	120
(3/7)+(2/7)+(3/7)	((8)/(7))
2*3	6
3.14*4*2*10	251.2
65*8+6	526
60/15%-60	340
850/17	50
	None
114*12+87	1455
36*63-2678/13	2062
35*100	3500
5*20+2*30	160
768/(46+50)	8
40/(2/5)/(5/6)	120
2400/(40*3)	20
5*(50+30)	400
80*(1+(1/4))	100
45/180	((1)/(4))
(100+98*3+188)/(1+3+2)	97
320-21*8	152
(256-164)/4	23
325*3%+0.25	10
(50-2.6)/3	15.8
270*(4/15)+(270-270*(4/15))*(4/9)	160
	None
4-4*(1/3)	2((2)/(3))
240*2-60	420
735*11	8085
35/(1-25%-(1/3))*(25%+(1/3))	49
(7+13+4)/4	6
11/(((1)/(1+2))-(1/4))	132
(10+0.5)/3	3.5
	None
262+253	515
36*(3/4)*(2/3)	18
120/4-160/8	10
15.5+24.6	40.1
147*(2/3)*(6/7)	84
